attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_HP,venue_name,weather,wind,delay_min
35228,6,oak,4/20/2015,177,201500192,3,ana,7:08 PM,Mark Wegner,Angel Stadium of Anaheim,"70 degrees, clear","8 mph, Out to RF",0
22586,14,sdn,4/20/2015,189,201500193,3,col,6:43 PM,Marvin Hudson,Coors Field,"52 degrees, partly cloudy","2 mph, Out to CF",0
21033,1,atl,4/21/2015,161,201500194,7,nyn,7:10 PM,Jerry Meals,Citi Field,"63 degrees, clear","17 mph, Out to RF",0
14184,6,bal,4/21/2015,173,201500195,13,tor,7:07 PM,Mark Carlson,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
14307,1,bos,4/21/2015,168,201500196,0,tba,7:09 PM,John Hirschbeck,Tropicana Field,"72 degrees, dome","0 mph, None",0
13680,9,chn,4/21/2015,198,201500197,8,pit,7:07 PM,Joe West,PNC Park,"55 degrees, cloudy","21 mph, Out to CF",0
27293,16,cin,4/21/2015,202,201500198,10,mil,7:11 PM,Ted Barrett,Miller Park,"62 degrees, roof closed","0 mph, None",0
14032,6,cle,4/21/2015,187,201500199,2,cha,7:10 PM,Eric Cooper,U.S. Cellular Field,"46 degrees, partly cloudy","21 mph, Out to CF",0
13949,6,hou,4/21/2015,180,201500200,3,sea,7:11 PM,CB Bucknor,Safeco Field,"50 degrees, roof closed","0 mph, None",0
41386,2,lan,4/21/2015,189,201500201,6,sfn,7:15 PM,Fieldin Culbreth,AT&T Park,"55 degrees, overcast","15 mph, Out to CF",0
21993,3,mia,4/21/2015,149,201500202,7,phi,7:06 PM,Dana DeMuth,Citizens Bank Park,"64 degrees, clear","14 mph, L to R",0
20990,5,min,4/21/2015,175,201500203,6,kca,7:10 PM,Chris Guccione,Kauffman Stadium,"68 degrees, clear","8 mph, L to R",0
27031,5,nya,4/21/2015,204,201500204,2,det,7:08 PM,Will Little,Comerica Park,"50 degrees, partly cloudy","24 mph, R to L",0
32137,1,oak,4/21/2015,195,201500205,14,ana,7:09 PM,Marty Foster,Angel Stadium of Anaheim,"66 degrees, partly cloudy","8 mph, Out to RF",0
22600,7,sdn,4/21/2015,186,201500206,6,col,6:43 PM,Chad Fairchild,Coors Field,"60 degrees, cloudy","11 mph, Out to LF",0
27021,1,sln,4/21/2015,223,201500207,2,was,7:07 PM,Adrian Johnson,Nationals Park,"65 degrees, partly cloudy","8 mph, In from LF",0
18345,7,tex,4/21/2015,184,201500208,1,ari,6:40 PM,Tim Welke,Chase Field,"86 degrees, partly cloudy","8 mph, Out to RF",0
20971,2,atl,4/22/2015,154,201500209,3,nyn,7:41 PM,Chris Segal,Citi Field,"55 degrees, overcast","15 mph, Out to LF",31
15606,2,bal,4/22/2015,156,201500210,4,tor,7:06 PM,Mike DiMuro,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
12733,5,bos,4/22/2015,190,201500211,7,tba,7:10 PM,Bill Welke,Tropicana Field,"72 degrees, dome","0 mph, None",0
15101,3,chn,4/22/2015,184,201500212,4,pit,7:07 PM,Gabe Morales,PNC Park,"42 degrees, cloudy","13 mph, Out to CF",0
30452,2,cin,4/22/2015,148,201500213,1,mil,7:10 PM,Sean Barber,Miller Park,"64 degrees, roof closed","0 mph, None",0
14429,0,cle,4/22/2015,176,201500214,6,cha,1:11 PM,Dan Bellino,U.S. Cellular Field,"43 degrees, cloudy","18 mph, Out to RF",0
14756,2,hou,4/22/2015,154,201500215,3,sea,7:10 PM,Lance Barrett,Safeco Field,"56 degrees, clear","1 mph, L to R",0
42259,2,lan,4/22/2015,196,201500216,3,sfn,7:15 PM,Clint Fagan,AT&T Park,"59 degrees, partly cloudy","12 mph, Out to CF",0
23417,6,mia,4/22/2015,175,201500217,1,phi,7:06 PM,Toby Basner,Citizens Bank Park,"55 degrees, cloudy","7 mph, Out to CF",0
24721,3,min,4/22/2015,167,201500218,0,kca,7:11 PM,Cory Blaser,Kauffman Stadium,"56 degrees, partly cloudy","3 mph, Out to RF",0
27389,13,nya,4/22/2015,215,201500219,4,det,7:08 PM,Gerry Davis,Comerica Park,"38 degrees, overcast","15 mph, R to L",0
30034,9,oak,4/22/2015,178,201500220,2,ana,7:07 PM,Mike Muchlinski,Angel Stadium of Anaheim,"64 degrees, cloudy","2 mph, L to R",0
22705,4,sdn,4/22/2015,159,201500221,5,col,6:41 PM,Jim Joyce,Coors Field,"56 degrees, cloudy","11 mph, R to L",0
25771,7,sln,4/22/2015,171,201500222,5,was,7:07 PM,Jim Wolf,Nationals Park,"55 degrees, partly cloudy","5 mph, L to R",0
17886,5,tex,4/22/2015,179,201500223,8,ari,6:40 PM,Mike Everitt,Chase Field,"85 degrees, clear","6 mph, In from CF",0
23980,3,atl,4/23/2015,198,201500224,6,nyn,1:10 PM,Jordan Baker,Citi Field,"49 degrees, cloudy","17 mph, Out to RF",0
18581,6,bal,4/23/2015,156,201500225,7,tor,7:07 PM,Tripp Gibson III,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
13834,1,bos,4/23/2015,180,201500226,2,tba,7:10 PM,James Hoye,Tropicana Field,"72 degrees, dome","0 mph, None",0
22224,4,chn,4/23/2015,186,201500227,5,pit,12:37 PM,Kerwin Danley,PNC Park,"43 degrees, cloudy","17 mph, Out to CF",0
27795,2,cin,4/23/2015,148,201500228,4,mil,12:40 PM,Angel Hernandez,Miller Park,"66 degrees, roof closed","0 mph, None",0
14218,3,kca,4/23/2015,247,201500229,2,cha,7:10 PM,Sam Holbrook,U.S. Cellular Field,"50 degrees, clear","11 mph, In from LF",0
41240,2,lan,4/23/2015,203,201500230,3,sfn,12:45 PM,Manny Gonzalez,AT&T Park,"60 degrees, sunny","9 mph, Out to LF",0
17097,9,mia,4/23/2015,172,201500231,1,phi,1:06 PM,Chris Conroy,Citizens Bank Park,"49 degrees, cloudy","18 mph, In from LF",0
27754,2,nya,4/23/2015,182,201500232,1,det,1:08 PM,Phil Cuzzi,Comerica Park,"33 degrees, cloudy","12 mph, Out to CF",0
24304,0,oak,4/23/2015,140,201500233,2,ana,4:07 PM,Mike Winters,Angel Stadium of Anaheim,"67 degrees, cloudy","12 mph, Out to CF",0
31676,1,sdn,4/23/2015,173,201500234,2,col,1:12 PM,Greg Gibson,Coors Field,"67 degrees, overcast","9 mph, R to L",0
26990,4,sln,4/23/2015,151,201500235,1,was,4:05 PM,Adam Hamari,Nationals Park,"55 degrees, overcast","14 mph, L to R",0
21164,0,atl,4/24/2015,154,201500236,1,phi,7:07 PM,Brian Gorman,Citizens Bank Park,"55 degrees, partly cloudy","15 mph, Out to RF",0
37359,7,bos,4/24/2015,209,201500237,5,bal,7:08 PM,Dana DeMuth,Oriole Park at Camden Yards,"57 degrees, clear","7 mph, L to R",0
39891,7,chn,4/24/2015,228,201500238,3,cin,7:10 PM,Jeff Nelson,Great American Ball Park,"62 degrees, partly cloudy","5 mph, In from CF",0
28192,13,cle,4/24/2015,172,201500239,1,det,7:08 PM,Marvin Hudson,Comerica Park,"52 degrees, clear","4 mph, L to R",0
18205,5,hou,4/24/2015,216,201500240,4,oak,7:08 PM,Gary Cederstrom,O.co Coliseum,"57 degrees, partly cloudy","13 mph, Out to RF",0
20350,2,kca,4/24/2015,199,201500241,3,cha,7:10 PM,Tim Timmons,U.S. Cellular Field,"44 degrees, overcast","13 mph, L to R",0
43055,3,lan,4/24/2015,184,201500242,0,sdn,7:12 PM,Mark Wegner,Petco Park,"62 degrees, cloudy","9 mph, L to R",0
25215,0,min,4/24/2015,123,201500243,2,sea,7:10 PM,Scott Barry,Safeco Field,"54 degrees, partly cloudy","1 mph, Varies",0
45310,1,nyn,4/24/2015,153,201500244,6,nya,7:11 PM,Doug Eddings,Yankee Stadium,"46 degrees, partly cloudy","11 mph, L to R",0
24427,4,pit,4/24/2015,161,201500245,1,ari,6:40 PM,Tony Randazzo,Chase Field,"77 degrees, clear","5 mph, Varies",0
31453,4,sfn,4/24/2015,171,201500246,6,col,6:41 PM,John Tumpane,Coors Field,"58 degrees, overcast","6 mph, Out to RF",0
26286,3,sln,4/24/2015,162,201500247,0,mil,7:10 PM,Dan Iassogna,Miller Park,"65 degrees, roof closed","0 mph, None",0
41054,2,tex,4/24/2015,167,201500248,3,ana,7:07 PM,Jim Reynolds,Angel Stadium of Anaheim,"62 degrees, cloudy","7 mph, Out to CF",0
11897,3,tor,4/24/2015,149,201500249,12,tba,7:10 PM,Andy Fletcher,Tropicana Field,"72 degrees, dome","0 mph, None",0
16259,2,was,4/24/2015,152,201500250,3,mia,7:12 PM,D.J. Reyburn,Marlins Park,"75 degrees, roof closed","0 mph, None",0
24748,5,atl,4/25/2015,147,201500251,2,phi,7:06 PM,Mark Carlson,Citizens Bank Park,"57 degrees, cloudy","11 mph, Out to RF",0
36757,4,bos,4/25/2015,177,201500252,5,bal,7:08 PM,Will Little,Oriole Park at Camden Yards,"51 degrees, overcast","5 mph, Out to RF",0
35473,1,cle,4/25/2015,178,201500253,4,det,1:09 PM,Chad Fairchild,Comerica Park,"44 degrees, cloudy","12 mph, In from LF",0
24342,9,hou,4/25/2015,175,201500254,3,oak,1:07 PM,Lance Barksdale,O.co Coliseum,"58 degrees, cloudy","11 mph, Out to RF",0
44454,11,lan,4/25/2015,216,201500255,8,sdn,5:41 PM,Marty Foster,Petco Park,"65 degrees, overcast","15 mph, Out to RF",0
33566,8,min,4/25/2015,206,201500256,5,sea,6:10 PM,Ted Barrett,Safeco Field,"54 degrees, cloudy","3 mph, Out to RF",0
47909,8,nyn,4/25/2015,165,201500257,2,nya,4:07 PM,Adrian Johnson,Yankee Stadium,"57 degrees, sunny","12 mph, Varies",0
38859,2,pit,4/25/2015,172,201500258,1,ari,5:10 PM,Gerry Davis,Chase Field,"77 degrees, cloudy","15 mph, Varies",0
36474,5,sfn,4/25/2015,232,201500259,4,col,6:13 PM,John Hirschbeck,Coors Field,"59 degrees, partly cloudy","3 mph, In from LF",0
35919,5,sln,4/25/2015,181,201500260,3,mil,6:12 PM,Dale Scott,Miller Park,"65 degrees, roof closed","0 mph, None",0
38016,1,tex,4/25/2015,190,201500261,4,ana,6:12 PM,Clint Fagan,Angel Stadium of Anaheim,"63 degrees, cloudy","5 mph, L to R",0
19772,2,tor,4/25/2015,151,201500262,4,tba,6:10 PM,Jerry Meals,Tropicana Field,"72 degrees, dome","0 mph, None",0
18129,0,was,4/25/2015,155,201500263,8,mia,4:11 PM,Joe West,Marlins Park,"72 degrees, roof closed","0 mph, None",0
28702,4,atl,4/26/2015,158,201500264,5,phi,1:37 PM,Mike DiMuro,Citizens Bank Park,"61 degrees, partly cloudy","5 mph, In from RF",0
43802,7,bos,4/26/2015,193,201500265,18,bal,1:36 PM,Toby Basner,Oriole Park at Camden Yards,"61 degrees, sunny","3 mph, In from LF",0
38954,5,chn,4/26/2015,166,201500266,2,cin,1:11 PM,Laz Diaz,Great American Ball Park,"56 degrees, sunny","12 mph, Out to RF",0
30698,6,cle,4/26/2015,181,201500267,8,det,1:08 PM,Jim Joyce,Comerica Park,"53 degrees, sunny","16 mph, Out to RF",0
22080,7,hou,4/26/2015,191,201500268,6,oak,1:07 PM,Quinn Wolcott,O.co Coliseum,"65 degrees, partly cloudy","6 mph, Out to RF",0
23317,3,kca,4/26/2015,168,201500269,5,cha,2:06 PM,Mike Everitt,U.S. Cellular Field,"54 degrees, sunny","15 mph, Out to RF",0
43256,1,lan,4/26/2015,150,201500270,3,sdn,1:11 PM,Ryan Blakney,Petco Park,"66 degrees, partly cloudy","11 mph, L to R",0
35242,4,min,4/26/2015,220,201500271,2,sea,1:09 PM,Sean Barber,Safeco Field,"56 degrees, overcast","0 mph, None",0
47510,4,nyn,4/26/2015,165,201500272,6,nya,8:08 PM,Jim Wolf,Yankee Stadium,"56 degrees, cloudy","5 mph, R to L",0
32353,8,pit,4/26/2015,198,201500273,0,ari,1:10 PM,Tom Woodring,Chase Field,"72 degrees, partly cloudy","5 mph, Varies",0
32758,3,sln,4/26/2015,183,201500274,6,mil,1:10 PM,CB Bucknor,Miller Park,"69 degrees, roof closed","0 mph, None",0
35053,5,tex,4/26/2015,253,201500275,4,ana,12:37 PM,Manny Gonzalez,Angel Stadium of Anaheim,"70 degrees, sunny","3 mph, Out to RF",0
21107,1,tor,4/26/2015,143,201500276,5,tba,1:10 PM,Chris Segal,Tropicana Field,"72 degrees, dome","0 mph, None",0
21433,2,was,4/26/2015,160,201500277,6,mia,1:11 PM,Gabe Morales,Marlins Park,"76 degrees, roof closed","0 mph, None",0
17444,5,col,4/27/2015,209,201500278,4,ari,6:40 PM,Mike Winters,Chase Field,"85 degrees, clear","5 mph, Out to RF",0
18054,5,det,4/27/2015,197,201500279,4,min,7:12 PM,Alfonso Marquez,Target Field,"69 degrees, clear","6 mph, In from LF",0
19532,9,hou,4/27/2015,208,201500280,4,sdn,7:10 PM,Paul Schrieber,Petco Park,"73 degrees, clear","8 mph, L to R",0
9668,6,kca,4/27/2015,202,201500281,2,cle,6:10 PM,Jordan Baker,Progressive Field,"44 degrees, cloudy","13 mph, L to R",0
17167,6,mil,4/27/2015,182,201500282,9,cin,7:11 PM,Tim Welke,Great American Ball Park,"59 degrees, cloudy","13 mph, L to R",0
18547,3,nyn,4/27/2015,118,201500283,1,mia,7:11 PM,Larry Vanover,Marlins Park,"78 degrees, roof closed","0 mph, None",0
40052,4,phi,4/27/2015,152,201500284,1,sln,7:16 PM,Chris Guccione,Busch Stadium,"62 degrees, partly cloudy","16 mph, In from CF",0
29159,0,pit,4/27/2015,140,201500285,4,chn,7:05 PM,Lance Barrett,Wrigley Field,"43 degrees, partly cloudy","10 mph, L to R",0
19748,3,sea,4/27/2015,167,201500286,1,tex,8:00 PM,Alan Porter,Globe Life Park in Arlington,"62 degrees, cloudy","10 mph, L to R",55
46704,3,sfn,4/27/2015,178,201500287,8,lan,7:10 PM,Eric Cooper,Dodger Stadium,"75 degrees, clear","6 mph, Out to RF",0
34590,1,tba,4/27/2015,179,201500288,4,nya,7:08 PM,Greg Gibson,Yankee Stadium,"58 degrees, cloudy","5 mph, Out to RF",0
34739,5,tor,4/27/2015,168,201500289,6,bos,6:43 PM,Adam Hamari,Fenway Park,"49 degrees, cloudy","15 mph, L to R",33
16658,4,was,4/27/2015,188,201500290,8,atl,7:10 PM,Bill Welke,Turner Field,"64 degrees, overcast","11 mph, L to R",0
17674,2,ana,4/28/2015,126,201500291,6,oak,7:08 PM,Angel Hernandez,O.co Coliseum,"59 degrees, partly cloudy","5 mph, Out to RF",0
18792,5,col,4/28/2015,190,201500292,12,ari,6:40 PM,Mark Wegner,Chase Field,"89 degrees, clear","5 mph, Varies",0
18169,2,det,4/28/2015,160,201500293,3,min,7:11 PM,Dan Bellino,Target Field,"64 degrees, partly cloudy","9 mph, Out to RF",0
22796,14,hou,4/28/2015,197,201500294,3,sdn,7:11 PM,Jim Reynolds,Petco Park,"70 degrees, clear","13 mph, L to R",0
10698,11,kca,4/28/2015,193,201500295,5,cle,6:12 PM,Andy Fletcher,Progressive Field,"54 degrees, clear","5 mph, L to R",0
19238,2,mil,4/28/2015,131,201500296,4,cin,7:10 PM,Rob Drake,Great American Ball Park,"66 degrees, clear","6 mph, Varies",0
17255,3,nyn,4/28/2015,166,201500297,4,mia,7:11 PM,Ron Kulpa,Marlins Park,"74 degrees, roof closed","0 mph, none",0
40143,5,phi,4/28/2015,178,201500298,11,sln,7:16 PM,Cory Blaser,Busch Stadium,"69 degrees, clear","13 mph, L to R",0
29915,2,pit,4/28/2015,171,201500299,6,chn,7:05 PM,Dan Iassogna,Wrigley Field,"44 degrees, partly cloudy","6 mph, In from CF",0
23714,2,sea,4/28/2015,163,201500300,1,tex,7:07 PM,Mark Ripperger,Globe Life Park in Arlington,"56 degrees, cloudy","9 mph, L to R",0
50161,2,sfn,4/28/2015,170,201500301,1,lan,7:10 PM,Gary Cederstrom,Dodger Stadium,"86 degrees, clear","7 mph, Varies",0
36934,2,tba,4/28/2015,178,201500302,4,nya,7:09 PM,Marvin Hudson,Yankee Stadium,"66 degrees, partly cloudy","7 mph, Out to RF",0
33920,11,tor,4/28/2015,241,201500303,8,bos,6:11 PM,Doug Eddings,Fenway Park,"64 degrees, partly cloudy","18 mph, In from LF",0
14833,13,was,4/28/2015,206,201500304,12,atl,7:11 PM,James Hoye,Turner Field,"70 degrees, partly cloudy","7 mph, R to L",0
16212,6,ana,4/29/2015,181,201500305,3,oak,7:07 PM,Scott Barry,O.co Coliseum,"61 degrees, clear","6 mph, Out to RF",0
0,2,cha,4/29/2015,123,201500306,8,bal,2:06 PM,Jerry Layne,Oriole Park at Camden Yards,"73 degrees, sunny","4 mph, Out to LF",0
19633,1,col,4/29/2015,154,201500307,9,ari,6:39 PM,Marty Foster,Chase Field,"92 degrees, clear","5 mph, Varies",0
19447,10,det,4/29/2015,213,201500308,7,min,12:11 PM,Bruce Dreckman,Target Field,"59 degrees, sunny","11 mph, In from LF",0
21824,7,hou,4/29/2015,154,201500309,2,sdn,12:41 PM,Clint Fagan,Petco Park,"80 degrees, sunny","5 mph, Varies",0
10284,5,kca,4/29/2015,161,201500310,7,cle,6:11 PM,Jerry Meals,Progressive Field,"55 degrees, clear","4 mph, L to R",0
23012,8,mil,4/29/2015,178,201500311,3,cin,12:36 PM,Tim Timmons,Great American Ball Park,"66 degrees, sunny","5 mph, Varies",0
17076,3,nyn,4/29/2015,174,201500312,7,mia,7:11 PM,Brian Knight,Marlins Park,"72 degrees, roof closed","0 mph, None",0
40399,2,phi,4/29/2015,158,201500313,5,sln,7:14 PM,Jeff Nelson,Busch Stadium,"71 degrees, partly cloudy","9 mph, In from LF",0
30634,8,pit,4/29/2015,184,201500314,1,chn,7:05 PM,Dale Scott,Wrigley Field,"39 degrees, partly cloudy","12 mph, In from LF",0
26037,5,sea,4/29/2015,185,201500315,2,tex,7:07 PM,Jeff Kellogg,Globe Life Park in Arlington,"74 degrees, clear","6 mph, Out to RF",0
53285,3,sfn,4/29/2015,174,201500316,7,lan,7:10 PM,Sean Barber,Dodger Stadium,"83 degrees, partly cloudy","6 mph, Out to RF",0
30055,3,tba,4/29/2015,238,201500317,2,nya,1:09 PM,Chad Fairchild,Yankee Stadium,"70 degrees, sunny","14 mph, In from LF",0
34220,1,tor,4/29/2015,163,201500318,4,bos,6:10 PM,Adrian Johnson,Fenway Park,"51 degrees, cloudy","7 mph, L to R",0
12595,13,was,4/29/2015,167,201500319,4,atl,7:10 PM,John Tumpane,Turner Field,"63 degrees, cloudy","3 mph, L to R",0
19534,6,ana,4/30/2015,203,201500320,5,oak,12:37 PM,Ted Barrett,O.co Coliseum,"77 degrees, sunny","7 mph, In from LF",0
20736,2,cha,4/30/2015,160,201500321,12,min,7:12 PM,Jim Joyce,Target Field,"67 degrees, clear","9 mph, In from CF",0
15744,5,cin,4/30/2015,142,201500322,1,atl,7:10 PM,Bob Davidson,Turner Field,"71 degrees, clear","15 mph, L to R",0
28405,1,det,4/30/2015,182,201500323,8,kca,7:10 PM,CB Bucknor,Kauffman Stadium,"73 degrees, clear","7 mph, L to R",0
40715,3,phi,4/30/2015,175,201500324,9,sln,12:46 PM,Laz Diaz,Busch Stadium,"69 degrees, sunny","16 mph, In from LF",0
19108,2,sea,4/30/2015,181,201500325,3,hou,7:11 PM,Vic Carapazza,Minute Maid Park,"80 degrees, clear","5 mph, In from LF",0
9798,5,tor,4/30/2015,166,201500326,1,cle,7:10 PM,John Hirschbeck,Progressive Field,"46 degrees, overcast","7 mph, In from CF",0
21689,8,was,4/30/2015,174,201500327,2,nyn,7:11 PM,Tom Hallion,Citi Field,"57 degrees, partly cloudy","13 mph, R to L",0
41507,2,ana,5/1/2015,184,201500328,3,sfn,7:16 PM,Bill Miller,AT&T Park,"59 degrees, clear","11 mph, Out to CF",0
50164,0,ari,5/1/2015,167,201500329,8,lan,7:11 PM,Alan Porter,Dodger Stadium,"73 degrees, clear","7 mph, Out to RF",0
22794,0,cha,5/1/2015,152,201500330,1,min,7:11 PM,Greg Gibson,Target Field,"66 degrees, partly cloudy","9 mph, In from RF",0
30153,3,cin,5/1/2015,156,201500331,4,atl,7:35 PM,David Rackley,Turner Field,"66 degrees, clear","11 mph, L to R",0
30186,3,col,5/1/2015,206,201500332,14,sdn,7:13 PM,Chris Conroy,Petco Park,"70 degrees, clear","15 mph, L to R",0
38186,1,det,5/1/2015,167,201500333,4,kca,7:10 PM,Lance Barrett,Kauffman Stadium,"72 degrees, partly cloudy","7 mph, R to L",0
31128,0,mil,5/1/2015,159,201500334,1,chn,1:22 PM,Quinn Wolcott,Wrigley Field,"48 degrees, sunny","7 mph, R to L",0
35444,3,nya,5/1/2015,194,201500335,2,bos,7:10 PM,Chris Guccione,Fenway Park,"44 degrees, cloudy","6 mph, R to L",0
29700,7,oak,5/1/2015,191,201500336,5,tex,7:07 PM,Paul Emmel,Globe Life Park in Arlington,"78 degrees, clear","8 mph, In from LF",0
18511,3,phi,5/1/2015,177,201500337,4,mia,7:12 PM,Brian O'Nora,Marlins Park,"81 degrees, partly cloudy","9 mph, L to R",0
40912,1,pit,5/1/2015,211,201500338,2,sln,7:15 PM,Mike Muchlinski,Busch Stadium,"70 degrees, clear","2 mph, R to L",0
21834,3,sea,5/1/2015,170,201500339,4,hou,7:11 PM,Larry Vanover,Minute Maid Park,"81 degrees, partly cloudy","1 mph, Varies",0
9945,2,tba,5/1/2015,139,201500340,0,bal,7:08 PM,Todd Tichenor,Tropicana Field,"72 degrees, dome","0 mph, None",0
15088,4,tor,5/1/2015,157,201500341,9,cle,7:10 PM,Bill Welke,Progressive Field,"55 degrees, clear","7 mph, L to R",0
33178,0,was,5/1/2015,149,201500342,4,nyn,7:11 PM,Alfonso Marquez,Citi Field,"53 degrees, cloudy","10 mph, Out to LF",0
41287,4,ana,5/2/2015,156,201500343,5,sfn,1:06 PM,Adam Hamari,AT&T Park,"64 degrees, sunny","9 mph, Out to CF",0
43617,4,ari,5/2/2015,194,201500344,6,lan,6:10 PM,Gabe Morales,Dodger Stadium,"73 degrees, clear","6 mph, Out to CF",0
30551,3,cha,5/2/2015,185,201500345,5,min,1:11 PM,Marvin Hudson,Target Field,"74 degrees, sunny","8 mph, R to L",0
29515,8,cin,5/2/2015,154,201500346,4,atl,7:10 PM,Jerry Layne,Turner Field,"74 degrees, partly cloudy","4 mph, L to R",0
28058,2,col,5/2/2015,177,201500347,4,sdn,5:42 PM,Angel Hernandez,Petco Park,"68 degrees, partly cloudy","7 mph, L to R",0
38692,2,det,5/2/2015,175,201500348,1,kca,6:09 PM,Dan Iassogna,Kauffman Stadium,"74 degrees, cloudy","12 mph, R to L",0
34878,6,mil,5/2/2015,185,201500349,1,chn,1:20 PM,Ryan Blakney,Wrigley Field,"73 degrees, sunny","5 mph, Out to CF",0
36611,4,nya,5/2/2015,164,201500350,2,bos,1:35 PM,Cory Blaser,Fenway Park,"46 degrees, partly cloudy","3 mph, In from CF",0
32207,7,oak,5/2/2015,225,201500351,8,tex,7:08 PM,Jordan Baker,Globe Life Park in Arlington,"80 degrees, clear","8 mph, Out to LF",0
33348,0,phi,5/2/2015,158,201500352,7,mia,4:11 PM,Manny Gonzalez,Marlins Park,"71 degrees, roof closed","0 mph, None",0
45095,1,pit,5/2/2015,207,201500353,2,sln,1:15 PM,Mike Winters,Busch Stadium,"75 degrees, sunny","7 mph, R to L",0
24435,4,sea,5/2/2015,158,201500354,11,hou,6:10 PM,Ron Kulpa,Minute Maid Park,"79 degrees, partly cloudy","13 mph, R to L",0
12789,0,tba,5/2/2015,153,201500355,4,bal,7:06 PM,Tim Welke,Tropicana Field,"72 degrees, dome","0 mph, None",0
18008,11,tor,5/2/2015,203,201500356,4,cle,4:10 PM,James Hoye,Progressive Field,"61 degrees, sunny","3 mph, In from CF",0
39730,1,was,5/2/2015,151,201500357,0,nyn,7:12 PM,Dan Bellino,Citi Field,"53 degrees, clear","11 mph, Out to LF",0
41516,0,ana,5/3/2015,136,201500358,5,sfn,1:06 PM,Doug Eddings,AT&T Park,"59 degrees, partly cloudy","12 mph, Out to CF",0
48136,0,ari,5/3/2015,242,201500359,1,lan,1:10 PM,Mark Ripperger,Dodger Stadium,"72 degrees, sunny","8 mph, Out to RF",0
22423,3,cha,5/3/2015,200,201500360,13,min,1:11 PM,Chad Fairchild,Target Field,"76 degrees, partly cloudy","4 mph, In from RF",0
30073,0,cin,5/3/2015,151,201500361,5,atl,1:38 PM,Sean Barber,Turner Field,"74 degrees, partly cloudy","9 mph, R to L",0
34197,6,col,5/3/2015,192,201500362,8,sdn,1:12 PM,Scott Barry,Petco Park,"67 degrees, partly cloudy","11 mph, L to R",0
38326,6,det,5/3/2015,158,201500363,4,kca,1:11 PM,Dale Scott,Kauffman Stadium,"77 degrees, partly cloudy","13 mph, R to L",0
33398,5,mil,5/3/2015,181,201500364,3,chn,1:20 PM,Eric Cooper,Wrigley Field,"78 degrees, partly cloudy","16 mph, Varies",0
33198,8,nya,5/3/2015,232,201500365,5,bos,8:08 PM,Jeff Nelson,Fenway Park,"58 degrees, cloudy","14 mph, Out to LF",0
36006,7,oak,5/3/2015,201,201500366,1,tex,2:07 PM,Andy Fletcher,Globe Life Park in Arlington,"77 degrees, sunny","11 mph, R to L",0
20461,6,phi,5/3/2015,165,201500367,2,mia,1:10 PM,Paul Schrieber,Marlins Park,"72 degrees, roof closed","0 mph, None",0
44382,2,pit,5/3/2015,268,201500368,3,sln,1:16 PM,Mark Wegner,Busch Stadium,"82 degrees, sunny","8 mph, Out to CF",0
25283,6,sea,5/3/2015,170,201500369,7,hou,1:11 PM,Brian Knight,Minute Maid Park,"82 degrees, partly cloudy","9 mph, Out to LF",0
16652,2,tba,5/3/2015,164,201500370,4,bal,1:37 PM,Rob Drake,Tropicana Field,"72 degrees, dome","0 mph, None",0
16128,7,tor,5/3/2015,186,201500371,10,cle,1:11 PM,John Tumpane,Progressive Field,"72 degrees, sunny","6 mph, L to R",0
