attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_HP,venue_name,weather,wind,delay_min
27343,0,cin,4/18/2018,162,201800250,2,mil,12:40 PM,Jeff Kellogg,Miller Park,"64 degrees, roof closed","0 mph, None",0
19537,1,cle,4/18/2018,313,201800251,2,min,7:09 PM,Stu Scheurwater,Hiram Bithorn Stadium,"80 degrees, partly cloudy","9 mph, R to L",0
8970,2,col,4/18/2018,184,201800252,10,pit,12:36 PM,Gerry Davis,PNC Park,"46 degrees, partly cloudy","7 mph, Out to LF",0
14643,7,hou,4/18/2018,165,201800253,1,sea,7:10 PM,Adrian Johnson,Safeco Field,"54 degrees, roof closed","2 mph, Out to CF",0
28803,5,kca,4/18/2018,185,201800254,15,tor,4:07 PM,Ron Kulpa,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
23748,13,lan,4/18/2018,206,201800255,4,sdn,7:10 PM,Hunter Wendelstedt,Petco Park,"61 degrees, clear","6 mph, Varies",0
22135,3,phi,4/18/2018,188,201800256,7,atl,7:36 PM,Marty Foster,SunTrust Park,"77 degrees, clear","11 mph, R to L",0
16976,4,sfn,4/18/2018,224,201800257,3,ari,6:40 PM,Phil Cuzzi,Chase Field,"81 degrees, clear","7 mph, In from LF",0
8657,2,tex,4/18/2018,156,201800258,4,tba,1:10 PM,Bruce Dreckman,Tropicana Field,"72 degrees, dome","0 mph, None",0
23117,5,was,4/18/2018,171,201800259,11,nyn,7:10 PM,Tom Woodring,Citi Field,"53 degrees, clear","11 mph, Out to RF",0
15916,8,bal,4/19/2018,191,201800260,13,det,1:10 PM,Larry Vanover,Comerica Park,"45 degrees, partly cloudy","12 mph, L to R",0
36253,8,bos,4/19/2018,215,201800261,2,ana,7:08 PM,Jerry Layne,Angel Stadium of Anaheim,"62 degrees, clear","7 mph, Out to CF",0
16927,9,hou,4/19/2018,182,201800262,2,sea,12:40 PM,Tripp Gibson III,Safeco Field,"52 degrees, sunny","3 mph, L to R",0
26087,3,mia,4/19/2018,199,201800263,12,mil,7:11 PM,Chad Fairchild,Miller Park,"67 degrees, roof closed","0 mph, None",0
23610,4,nyn,4/19/2018,180,201800264,12,atl,7:36 PM,Pat Hoberg,SunTrust Park,"56 degrees, clear","13 mph, In from RF",0
19071,0,pit,4/19/2018,173,201800265,7,phi,7:08 PM,Bill Welke,Citizens Bank Park,"46 degrees, cloudy","15 mph, R to L",0
18736,1,sfn,4/19/2018,143,201800266,3,ari,6:40 PM,Tom Hallion,Chase Field,"75 degrees, roof closed","0 mph, None",0
29648,5,sln,4/19/2018,190,201800267,8,chn,1:20 PM,Jeff Nelson,Wrigley Field,"47 degrees, sunny","11 mph, L to R",0
36665,3,tor,4/19/2018,180,201800268,4,nya,6:38 PM,Ted Barrett,Yankee Stadium,"45 degrees, cloudy","17 mph, Out to RF",0
23473,7,bos,4/20/2018,196,201800269,3,oak,7:07 PM,Brian Gorman,Oakland Coliseum,"60 degrees, clear","13 mph, Out to RF",0
35290,16,chn,4/20/2018,210,201800270,5,col,6:41 PM,Vic Carapazza,Coors Field,"44 degrees, cloudy","5 mph, Out to CF",0
43303,2,cin,4/20/2018,182,201800271,4,sln,7:15 PM,Mark Carlson,Busch Stadium,"60 degrees, partly cloudy","10 mph, R to L",0
20004,1,cle,4/20/2018,172,201800272,3,bal,7:07 PM,Gabe Morales,Oriole Park at Camden Yards,"58 degrees, clear","12 mph, L to R",0
14211,10,hou,4/20/2018,184,201800273,0,cha,7:10 PM,Laz Diaz,Guaranteed Rate Field,"51 degrees, partly cloudy","10 mph, In from LF",0
15406,2,kca,4/20/2018,166,201800274,3,det,1:11 PM,Scott Barry,Comerica Park,"49 degrees, sunny","5 mph, Out to LF",0
17194,3,kca,4/20/2018,154,201800275,2,det,7:10 PM,Carlos Torres,Comerica Park,"55 degrees, clear","8 mph, L to R",0
28233,0,mia,4/20/2018,197,201800276,8,mil,7:11 PM,Mike Estabrook,Miller Park,"66 degrees, roof closed","0 mph, None",0
9786,7,min,4/20/2018,210,201800277,8,tba,7:10 PM,Marvin Hudson,Tropicana Field,"72 degrees, dome","0 mph, None",0
39016,5,nyn,4/20/2018,231,201800278,3,atl,7:35 PM,Dan Iassogna,SunTrust Park,"66 degrees, clear","5 mph, In from LF",0
20183,1,pit,4/20/2018,162,201800279,2,phi,7:05 PM,Tony Randazzo,Citizens Bank Park,"54 degrees, clear","15 mph, In from LF",0
24902,4,sdn,4/20/2018,174,201800280,1,ari,6:40 PM,Jim Reynolds,Chase Field,"77 degrees, clear","9 mph, Out to LF",0
27811,6,sea,4/20/2018,200,201800281,2,tex,7:10 PM,Eric Cooper,Globe Life Park in Arlington,"69 degrees, clear","14 mph, In from CF",0
37494,8,sfn,4/20/2018,170,201800282,1,ana,7:08 PM,Mark Ripperger,Angel Stadium of Anaheim,"68 degrees, clear","6 mph, Out to CF",0
39197,8,tor,4/20/2018,202,201800283,5,nya,7:09 PM,Lance Barksdale,Yankee Stadium,"46 degrees, clear","14 mph, L to R",0
50211,5,was,4/20/2018,189,201800284,2,lan,7:10 PM,Chris Segal,Dodger Stadium,"62 degrees, clear","4 mph, L to R",0
25746,0,bos,4/21/2018,136,201800285,3,oak,6:07 PM,Hunter Wendelstedt,Oakland Coliseum,"70 degrees, partly cloudy","7 mph, Out to RF",0
40107,2,chn,4/21/2018,183,201800286,5,col,6:12 PM,Jordan Baker,Coors Field,"41 degrees, overcast","4 mph, L to R",0
42382,3,cin,4/21/2018,177,201800287,4,sln,1:15 PM,Chris Guccione,Busch Stadium,"66 degrees, partly cloudy","10 mph, R to L",0
29187,4,cle,4/21/2018,141,201800288,0,bal,4:06 PM,Ed Hickox,Oriole Park at Camden Yards,"63 degrees, cloudy","2 mph, Out to CF",0
23902,10,hou,4/21/2018,193,201800289,1,cha,6:10 PM,Andy Fletcher,Guaranteed Rate Field,"53 degrees, partly cloudy","7 mph, In from CF",0
19302,4,kca,4/21/2018,184,201800290,12,det,1:10 PM,Ramon De Jesus,Comerica Park,"49 degrees, cloudy","3 mph, L to R",0
37175,5,mia,4/21/2018,177,201800291,6,mil,6:10 PM,Alfonso Marquez,Miller Park,"64 degrees, roof closed","0 mph, None",0
10106,1,min,4/21/2018,173,201800292,10,tba,6:10 PM,James Hoye,Tropicana Field,"72 degrees, dome","0 mph, None",0
41396,3,nyn,4/21/2018,187,201800293,4,atl,7:12 PM,Jeremie Rehak,SunTrust Park,"69 degrees, partly cloudy","9 mph, L to R",0
28161,2,pit,4/21/2018,191,201800294,6,phi,4:06 PM,Lance Barrett,Citizens Bank Park,"61 degrees, sunny","8 mph, L to R",0
38820,2,sdn,4/21/2018,175,201800295,6,ari,5:10 PM,Mike DiMuro,Chase Field,"78 degrees, roof closed","0 mph, None",0
39016,9,sea,4/21/2018,209,201800296,7,tex,8:30 PM,Gary Cederstrom,Globe Life Park in Arlington,"62 degrees, overcast","8 mph, L to R",85
42666,3,sfn,4/21/2018,178,201800297,4,ana,6:08 PM,Joe West,Angel Stadium of Anaheim,"80 degrees, partly cloudy","7 mph, R to L",0
40986,1,tor,4/21/2018,170,201800298,9,nya,1:09 PM,Will Little,Yankee Stadium,"56 degrees, sunny","12 mph, Out to RF",0
50908,0,was,4/21/2018,149,201800299,4,lan,6:10 PM,Dan Bellino,Dodger Stadium,"72 degrees, partly cloudy","7 mph, Out to RF",0
29804,1,bos,4/22/2018,164,201800300,4,oak,1:07 PM,Adrian Johnson,Oakland Coliseum,"70 degrees, cloudy","9 mph, Out to RF",0
48137,9,chn,4/22/2018,227,201800301,7,col,1:11 PM,Cory Blaser,Coors Field,"58 degrees, sunny","7 mph, L to R",0
44430,2,cin,4/22/2018,157,201800302,9,sln,1:16 PM,David Rackley,Busch Stadium,"58 degrees, overcast","12 mph, R to L",0
27394,7,cle,4/22/2018,174,201800303,3,bal,1:07 PM,John Tumpane,Oriole Park at Camden Yards,"61 degrees, partly cloudy","7 mph, In from RF",0
17167,7,hou,4/22/2018,200,201800304,1,cha,1:10 PM,Manny Gonzalez,Guaranteed Rate Field,"57 degrees, partly cloudy","12 mph, In from LF",0
19034,8,kca,4/22/2018,189,201800305,5,det,1:10 PM,Kerwin Danley,Comerica Park,"56 degrees, sunny","7 mph, L to R",0
37015,2,mia,4/22/2018,162,201800306,4,mil,1:10 PM,Bruce Dreckman,Miller Park,"66 degrees, roof closed","0 mph, None",0
12515,6,min,4/22/2018,219,201800307,8,tba,1:10 PM,Quinn Wolcott,Tropicana Field,"72 degrees, dome","0 mph, None",0
29199,2,pit,4/22/2018,215,201800308,3,phi,1:37 PM,Nic Lentz,Citizens Bank Park,"63 degrees, partly cloudy","6 mph, L to R",0
31061,2,sdn,4/22/2018,162,201800309,4,ari,1:10 PM,Chad Whitson,Chase Field,"75 degrees, roof closed","0 mph, None",0
33661,4,sea,4/22/2018,175,201800310,7,tex,2:08 PM,Jansen Visconti,Globe Life Park in Arlington,"65 degrees, partly cloudy","15 mph, Out to CF",0
44544,4,sfn,4/22/2018,225,201800311,2,ana,1:07 PM,Doug Eddings,Angel Stadium of Anaheim,"78 degrees, sunny","10 mph, R to L",0
43628,1,tor,4/22/2018,167,201800312,5,nya,1:09 PM,Tom Woodring,Yankee Stadium,"62 degrees, sunny","10 mph, L to R",0
51297,3,was,4/22/2018,201,201800313,4,lan,5:07 PM,Phil Cuzzi,Dodger Stadium,"78 degrees, clear","7 mph, Out to RF",0
29606,2,ana,4/23/2018,179,201800314,0,hou,7:10 PM,Stu Scheurwater,Minute Maid Park,"77 degrees, clear","11 mph, In from LF",0
9463,4,atl,4/23/2018,191,201800315,10,cin,6:41 PM,Chris Conroy,Great American Ball Park,"56 degrees, overcast","10 mph, In from LF",0
10614,2,cle,4/23/2018,141,201800316,1,bal,7:07 PM,Jerry Meals,Oriole Park at Camden Yards,"65 degrees, partly cloudy","8 mph, Out to LF",0
46909,1,mia,4/23/2018,179,201800317,2,lan,7:10 PM,Marty Foster,Dodger Stadium,"61 degrees, partly cloudy","6 mph, L to R",0
39249,1,min,4/23/2018,218,201800318,14,nya,7:10 PM,Sam Holbrook,Yankee Stadium,"56 degrees, clear","10 mph, R to L",0
17060,9,oak,4/23/2018,200,201800319,4,tex,7:07 PM,Greg Gibson,Globe Life Park in Arlington,"75 degrees, clear","10 mph, Out to CF",0
24419,13,sdn,4/23/2018,204,201800320,5,col,6:41 PM,Tom Hallion,Coors Field,"69 degrees, cloudy","7 mph, Out to CF",0
13614,4,sea,4/23/2018,176,201800321,10,cha,7:10 PM,Chad Fairchild,Guaranteed Rate Field,"54 degrees, overcast","14 mph, L to R",0
36983,2,was,4/23/2018,164,201800322,4,sfn,7:15 PM,Bill Miller,AT&T Park,"58 degrees, partly cloudy","15 mph, Out to CF",0
36457,8,ana,4/24/2018,228,201800323,7,hou,7:10 PM,Eric Cooper,Minute Maid Park,"83 degrees, partly cloudy","5 mph, In from CF",0
18195,8,ari,4/24/2018,229,201800324,4,phi,7:08 PM,Gabe Morales,Citizens Bank Park,"60 degrees, cloudy","12 mph, L to R",0
14139,7,atl,4/24/2018,246,201800325,9,cin,6:40 PM,Brian O'Nora,Great American Ball Park,"56 degrees, overcast","3 mph, Varies",0
20070,3,bos,4/24/2018,171,201800326,4,tor,7:08 PM,Dan Iassogna,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
16408,10,chn,4/24/2018,180,201800327,3,cle,6:10 PM,Ted Barrett,Progressive Field,"56 degrees, drizzle","13 mph, In from RF",0
39284,3,mia,4/24/2018,186,201800328,2,lan,7:11 PM,Mark Ripperger,Dodger Stadium,"65 degrees, partly cloudy","5 mph, L to R",0
16555,5,mil,4/24/2018,179,201800329,2,kca,7:15 PM,Mark Wegner,Kauffman Stadium,"73 degrees, clear","9 mph, L to R",0
39025,3,min,4/24/2018,191,201800330,8,nya,6:38 PM,Ryan Blakney,Yankee Stadium,"61 degrees, cloudy","13 mph, In from RF",0
36237,6,nyn,4/24/2018,208,201800331,5,sln,7:16 PM,Tripp Gibson III,Busch Stadium,"70 degrees, partly cloudy","6 mph, In from LF",0
19391,3,oak,4/24/2018,187,201800332,2,tex,7:07 PM,Vic Carapazza,Globe Life Park in Arlington,"82 degrees, clear","5 mph, In from LF",0
23727,0,sdn,4/24/2018,144,201800333,8,col,7:26 PM,Adam Hamari,Coors Field,"37 degrees, overcast","5 mph, R to L",46
10761,1,sea,4/24/2018,172,201800334,0,cha,4:10 PM,Mike Estabrook,Guaranteed Rate Field,"59 degrees, partly cloudy","11 mph, Out to RF",0
37147,3,was,4/24/2018,147,201800335,4,sfn,7:15 PM,Angel Hernandez,AT&T Park,"54 degrees, partly cloudy","13 mph, Out to CF",0
29777,2,ana,4/25/2018,164,201800336,5,hou,1:11 PM,Gary Cederstrom,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
21349,3,ari,4/25/2018,175,201800337,5,phi,7:08 PM,Ed Hickox,Citizens Bank Park,"67 degrees, cloudy","8 mph, In from LF",0
13113,5,atl,4/25/2018,187,201800338,4,cin,6:40 PM,Fieldin Culbreth,Great American Ball Park,"65 degrees, partly cloudy","9 mph, Out to CF",0
18914,4,bos,4/25/2018,184,201800339,3,tor,7:08 PM,Scott Barry,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
15712,1,chn,4/25/2018,170,201800340,4,cle,7:10 PM,Lance Barksdale,Progressive Field,"45 degrees, overcast","9 mph, In from RF",0
1,13,det,4/25/2018,231,201800341,10,pit,4:06 PM,Mike Winters,PNC Park,"55 degrees, cloudy","9 mph, Out to CF",0
9396,3,det,4/25/2018,189,201800342,8,pit,8:36 PM,Tim Timmons,PNC Park,"48 degrees, cloudy","12 mph, Out to CF",0
39004,8,mia,4/25/2018,234,201800343,6,lan,4:35 PM,Joe West,Dodger Stadium,"72 degrees, sunny","6 mph, Out to CF",0
13389,6,mil,4/25/2018,177,201800344,2,kca,7:16 PM,Jim Reynolds,Kauffman Stadium,"50 degrees, rain","6 mph, L to R",0
39243,4,min,4/25/2018,220,201800345,7,nya,6:38 PM,Jim Wolf,Yankee Stadium,"53 degrees, cloudy","9 mph, L to R",0
38045,1,nyn,4/25/2018,167,201800346,9,sln,7:16 PM,Brian Gorman,Busch Stadium,"63 degrees, cloudy","10 mph, L to R",0
19121,2,oak,4/25/2018,179,201800347,4,tex,7:07 PM,Jordan Baker,Globe Life Park in Arlington,"53 degrees, overcast","12 mph, Out to CF",0
32989,2,sdn,4/25/2018,186,201800348,5,col,1:10 PM,Hunter Wendelstedt,Coors Field,"59 degrees, sunny","3 mph, Out to CF",0
11417,4,sea,4/25/2018,177,201800349,3,cha,1:10 PM,Alfonso Marquez,Guaranteed Rate Field,"47 degrees, sunny","17 mph, Out to CF",0
8730,8,tba,4/25/2018,173,201800350,4,bal,7:07 PM,Bill Welke,Oriole Park at Camden Yards,"66 degrees, overcast","5 mph, L to R",0
35126,15,was,4/25/2018,193,201800351,2,sfn,12:45 PM,Todd Tichenor,AT&T Park,"59 degrees, partly cloudy","13 mph, Out to CF",0
20335,8,ari,4/26/2018,192,201800352,2,phi,1:06 PM,John Tumpane,Citizens Bank Park,"63 degrees, partly cloudy","12 mph, L to R",0
11919,7,atl,4/26/2018,161,201800353,4,cin,12:36 PM,CB Bucknor,Great American Ball Park,"63 degrees, sunny","2 mph, Varies",0
23571,5,bos,4/26/2018,188,201800354,4,tor,7:08 PM,Ramon De Jesus,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
18315,6,cha,4/26/2018,188,201800355,3,kca,7:16 PM,Jerry Layne,Kauffman Stadium,"67 degrees, partly cloudy","10 mph, L to R",0
12049,0,det,4/26/2018,156,201800356,1,pit,12:36 PM,Rob Drake,PNC Park,"55 degrees, partly cloudy","4 mph, Out to LF",0
37197,0,mil,4/26/2018,142,201800357,1,chn,7:05 PM,Cory Blaser,Wrigley Field,"61 degrees, cloudy","4 mph, R to L",0
40758,3,min,4/26/2018,185,201800358,4,nya,1:08 PM,D.J. Reyburn,Yankee Stadium,"62 degrees, sunny","13 mph, Out to CF",0
37762,3,nyn,4/26/2018,251,201800359,4,sln,12:17 PM,Jansen Visconti,Busch Stadium,"65 degrees, sunny","3 mph, Out to LF",0
12133,5,sea,4/26/2018,166,201800360,4,cle,6:10 PM,Mike DiMuro,Progressive Field,"48 degrees, clear","8 mph, In from CF",0
9596,9,tba,4/26/2018,200,201800361,5,bal,7:07 PM,Mike Everitt,Oriole Park at Camden Yards,"70 degrees, partly cloudy","1 mph, In from CF",0
26517,5,ari,4/27/2018,182,201800362,4,was,7:05 PM,Tony Randazzo,Nationals Park,"62 degrees, partly cloudy","3 mph, Out to RF",0
27076,3,atl,4/27/2018,170,201800363,7,phi,7:07 PM,Paul Nauert,Citizens Bank Park,"58 degrees, cloudy","4 mph, In from CF",0
15395,7,cha,4/27/2018,214,201800364,4,kca,7:15 PM,Sean Barber,Kauffman Stadium,"75 degrees, clear","13 mph, L to R",0
25002,15,cin,4/27/2018,240,201800365,9,min,7:12 PM,Will Little,Target Field,"53 degrees, cloudy","15 mph, In from LF",0
5931,1,col,4/27/2018,196,201800366,0,mia,7:11 PM,Chris Conroy,Marlins Park,"76 degrees, roof closed","0 mph, None",0
14223,0,det,4/27/2018,146,201800367,6,bal,7:08 PM,Bruce Dreckman,Oriole Park at Camden Yards,"62 degrees, overcast","2 mph, R to L",0
41936,4,lan,4/27/2018,207,201800368,6,sfn,7:15 PM,Adrian Johnson,AT&T Park,"58 degrees, partly cloudy","12 mph, Out to CF",0
35579,2,mil,4/27/2018,183,201800369,3,chn,1:20 PM,Stu Scheurwater,Wrigley Field,"49 degrees, partly cloudy","16 mph, Varies",0
40416,4,nya,4/27/2018,195,201800370,3,ana,7:08 PM,Alan Porter,Angel Stadium of Anaheim,"65 degrees, clear","8 mph, R to L",0
29977,5,nyn,4/27/2018,160,201800371,1,sdn,7:10 PM,Doug Eddings,Petco Park,"63 degrees, clear","11 mph, L to R",0
32636,8,oak,4/27/2018,150,201800372,1,hou,7:10 PM,Dan Bellino,Minute Maid Park,"77 degrees, partly cloudy","9 mph, Out to LF",0
16335,5,sea,4/27/2018,156,201800373,6,cle,7:20 PM,Chad Whitson,Progressive Field,"55 degrees, overcast","8 mph, Out to CF",10
15748,5,sln,4/27/2018,214,201800374,6,pit,7:06 PM,Jerry Meals,PNC Park,"68 degrees, overcast","10 mph, Out to LF",0
32620,4,tba,4/27/2018,190,201800375,3,bos,7:10 PM,Sam Holbrook,Fenway Park,"48 degrees, overcast","7 mph, Out to RF",0
26312,6,tex,4/27/2018,170,201800376,4,tor,7:08 PM,Mike Muchlinski,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
32963,4,ari,4/28/2018,196,201800377,3,was,4:05 PM,Nic Lentz,Nationals Park,"76 degrees, cloudy","13 mph, Out to LF",0
27794,4,atl,4/28/2018,190,201800378,1,phi,6:07 PM,Kerwin Danley,Citizens Bank Park,"74 degrees, partly cloudy","14 mph, Out to CF",0
16971,8,cha,4/28/2018,169,201800379,0,kca,1:15 PM,Greg Gibson,Kauffman Stadium,"64 degrees, sunny","9 mph, R to L",0
16070,2,cha,4/28/2018,159,201800380,5,kca,7:15 PM,Vic Carapazza,Kauffman Stadium,"67 degrees, clear","7 mph, In from RF",0
27115,1,cin,4/28/2018,178,201800381,3,min,1:12 PM,Tom Woodring,Target Field,"53 degrees, sunny","6 mph, In from LF",0
9659,1,col,4/28/2018,164,201800382,4,mia,7:10 PM,Brian O'Nora,Marlins Park,"78 degrees, partly cloudy","7 mph, In from RF",0
20896,9,det,4/28/2018,193,201800383,5,bal,7:35 PM,Mike Estabrook,Oriole Park at Camden Yards,"63 degrees, cloudy","9 mph, Out to RF",30
41809,15,lan,4/28/2018,233,201800384,6,sfn,1:05 PM,Tripp Gibson III,AT&T Park,"60 degrees, partly cloudy","12 mph, Out to CF",0
40608,3,lan,4/28/2018,178,201800385,8,sfn,7:15 PM,Brian Gorman,AT&T Park,"58 degrees, partly cloudy","13 mph, Out to CF",0
40147,0,mil,4/28/2018,157,201800386,3,chn,1:20 PM,Eric Cooper,Wrigley Field,"43 degrees, sunny","18 mph, In from LF",0
44649,11,nya,4/28/2018,189,201800387,1,ana,6:07 PM,Bill Miller,Angel Stadium of Anaheim,"70 degrees, clear","8 mph, Out to CF",0
42778,2,nyn,4/28/2018,170,201800388,12,sdn,5:41 PM,Marty Foster,Petco Park,"66 degrees, cloudy","12 mph, L to R",0
41493,0,oak,4/28/2018,194,201800389,11,hou,6:10 PM,Tom Hallion,Minute Maid Park,"83 degrees, clear","6 mph, Out to LF",0
19172,12,sea,4/28/2018,180,201800390,4,cle,4:10 PM,Mark Wegner,Progressive Field,"41 degrees, cloudy","12 mph, L to R",0
18568,2,sln,4/28/2018,194,201800391,6,pit,7:07 PM,Gabe Morales,PNC Park,"42 degrees, cloudy","15 mph, Out to CF",0
35795,12,tba,4/28/2018,232,201800392,6,bos,4:08 PM,Ryan Blakney,Fenway Park,"60 degrees, sunny","12 mph, In from RF",0
39176,7,tex,4/28/2018,180,201800393,4,tor,4:08 PM,Mike Winters,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
30285,1,ari,4/29/2018,169,201800394,3,was,1:36 PM,Bill Welke,Nationals Park,"54 degrees, partly cloudy","18 mph, L to R",0
31010,10,atl,4/29/2018,206,201800395,1,phi,1:39 PM,Scott Barry,Citizens Bank Park,"55 degrees, cloudy","15 mph, L to R",0
23892,4,cha,4/29/2018,199,201800396,5,kca,1:16 PM,Jordan Baker,Kauffman Stadium,"69 degrees, sunny","15 mph, R to L",0
25677,8,cin,4/29/2018,187,201800397,2,min,1:11 PM,Ted Barrett,Target Field,"61 degrees, sunny","15 mph, R to L",0
11203,0,col,4/29/2018,148,201800398,3,mia,1:10 PM,Fieldin Culbreth,Marlins Park,"81 degrees, partly cloudy","12 mph, In from LF",0
28089,3,det,4/29/2018,181,201800399,5,bal,1:09 PM,Chad Fairchild,Oriole Park at Camden Yards,"49 degrees, overcast","10 mph, Out to RF",0
42020,2,lan,4/29/2018,160,201800400,4,sfn,2:04 PM,Dan Iassogna,AT&T Park,"60 degrees, cloudy","21 mph, Out to CF",0
40895,0,mil,4/29/2018,155,201800401,2,chn,1:22 PM,Gary Cederstrom,Wrigley Field,"46 degrees, sunny","4 mph, R to L",0
44593,2,nya,4/29/2018,180,201800402,1,ana,5:08 PM,Angel Hernandez,Angel Stadium of Anaheim,"69 degrees, partly cloudy","8 mph, Out to CF",0
34639,14,nyn,4/29/2018,209,201800403,2,sdn,1:11 PM,Mark Ripperger,Petco Park,"65 degrees, partly cloudy","14 mph, L to R",0
39131,4,oak,4/29/2018,166,201800404,8,hou,1:10 PM,Chris Segal,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
17878,10,sea,4/29/2018,181,201800405,4,cle,1:10 PM,Jim Reynolds,Progressive Field,"42 degrees, sunny","12 mph, In from LF",0
14378,0,sln,4/29/2018,171,201800406,5,pit,1:37 PM,Ed Hickox,PNC Park,"41 degrees, cloudy","12 mph, Out to RF",0
32888,3,tba,4/29/2018,181,201800407,4,bos,1:08 PM,Jim Wolf,Fenway Park,"52 degrees, cloudy","7 mph, Out to LF",0
31669,2,tex,4/29/2018,157,201800408,7,tor,1:08 PM,Tim Timmons,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
35922,2,col,4/30/2018,177,201800409,3,chn,6:05 PM,Jeff Nelson,Wrigley Field,"80 degrees, clear","12 mph, Out to CF",0
31314,6,kca,4/30/2018,193,201800410,10,bos,7:10 PM,CB Bucknor,Fenway Park,"45 degrees, cloudy","5 mph, R to L",0
17562,5,lan,4/30/2018,207,201800411,8,ari,6:39 PM,Jerry Layne,Chase Field,"82 degrees, cloudy","15 mph, L to R",0
9536,6,mil,4/30/2018,182,201800412,5,cin,7:10 PM,Rob Drake,Great American Ball Park,"74 degrees, clear","7 mph, Varies",0
30061,1,nya,4/30/2018,151,201800413,2,hou,7:10 PM,John Tumpane,Minute Maid Park,"75 degrees, partly cloudy","14 mph, Out to CF",0
5415,4,phi,4/30/2018,186,201800414,8,mia,7:10 PM,Jeff Kellogg,Marlins Park,"74 degrees, roof closed","0 mph, None",0
20879,2,pit,4/30/2018,154,201800415,3,was,7:05 PM,Bruce Dreckman,Nationals Park,"71 degrees, clear","15 mph, Out to RF",0
35470,5,sdn,4/30/2018,199,201800416,6,sfn,7:15 PM,Larry Vanover,AT&T Park,"56 degrees, clear","18 mph, Out to CF",0
19398,3,tba,4/30/2018,172,201800417,2,det,7:11 PM,Stu Scheurwater,Comerica Park,"70 degrees, clear","12 mph, R to L",0
12851,5,tex,4/30/2018,236,201800418,7,cle,6:10 PM,Gerry Davis,Progressive Field,"59 degrees, clear","8 mph, L to R",0
16456,7,tor,4/30/2018,193,201800419,5,min,7:12 PM,Adam Hamari,Target Field,"83 degrees, clear","21 mph, R to L",0
22527,3,atl,5/1/2018,163,201800420,2,nyn,7:11 PM,Mike Everitt,Citi Field,"75 degrees, clear","9 mph, Out to RF",0
32345,2,bal,5/1/2018,178,201800421,3,ana,7:08 PM,Mike DiMuro,Angel Stadium of Anaheim,"59 degrees, overcast","4 mph, Out to RF",0
38800,2,cha,5/1/2018,176,201800422,3,sln,7:15 PM,D.J. Reyburn,Busch Stadium,"81 degrees, partly cloudy","16 mph, R to L",0
40077,3,col,5/1/2018,144,201800423,1,chn,7:05 PM,Laz Diaz,Wrigley Field,"84 degrees, partly cloudy","16 mph, Out to CF",0
34466,7,kca,5/1/2018,265,201800424,6,bos,7:10 PM,Chris Conroy,Fenway Park,"65 degrees, partly cloudy","7 mph, L to R",0
18940,3,lan,5/1/2018,192,201800425,4,ari,6:40 PM,Greg Gibson,Chase Field,"75 degrees, cloudy","7 mph, L to R",0
12933,7,mil,5/1/2018,198,201800426,6,cin,7:11 PM,Mike Muchlinski,Great American Ball Park,"81 degrees, partly cloudy","12 mph, Varies",0
34386,4,nya,5/1/2018,177,201800427,0,hou,7:11 PM,Mark Wegner,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
12468,3,oak,5/1/2018,186,201800428,6,sea,7:10 PM,Todd Tichenor,Safeco Field,"61 degrees, partly cloudy","0 mph, Calm",0
5844,1,phi,5/1/2018,174,201800429,2,mia,7:09 PM,Jeremie Rehak,Marlins Park,"76 degrees, roof closed","0 mph, None",0
23534,4,pit,5/1/2018,178,201800430,12,was,7:05 PM,Mike Estabrook,Nationals Park,"83 degrees, clear","7 mph, Out to CF",0
36735,3,sdn,5/1/2018,144,201800431,2,sfn,7:15 PM,Hunter Wendelstedt,AT&T Park,"56 degrees, partly cloudy","18 mph, Out to LF",0
17255,1,tba,5/1/2018,148,201800432,2,det,7:11 PM,Marvin Hudson,Comerica Park,"82 degrees, clear","20 mph, R to L",0
16356,8,tex,5/1/2018,245,201800433,6,cle,6:11 PM,Pat Hoberg,Progressive Field,"81 degrees, clear","14 mph, Out to RF",0
16245,7,tor,5/1/2018,212,201800434,4,min,7:10 PM,Adrian Johnson,Target Field,"69 degrees, cloudy","9 mph, L to R",0
23528,7,atl,5/2/2018,144,201800435,0,nyn,7:10 PM,Lance Barrett,Citi Field,"86 degrees, partly cloudy","18 mph, Out to RF",0
32156,7,bal,5/2/2018,194,201800436,10,ana,7:07 PM,Roberto Ortiz,Angel Stadium of Anaheim,"60 degrees, cloudy","5 mph, Out to LF",0
37298,2,cha,5/2/2018,157,201800437,3,sln,12:15 PM,Sam Holbrook,Busch Stadium,"81 degrees, partly cloudy","16 mph, In from RF",0
32909,11,col,5/2/2018,185,201800438,2,chn,1:20 PM,Andy Fletcher,Wrigley Field,"84 degrees, partly cloudy","11 mph, Out to CF",0
